X,Y,FID,OPS_PLAN_I,INCIDENT_N,PLAN_NAME,INCIDENTNU,INCIDENTNA,REGION,DISTRICT,RESERVE,FINANCIALY,SEASON,OBJECTIVE_,TREATED_AR,AREA_DRAWN,UNBOUNDED,OPERATIONS,OPS_STATUS,PUBLIC_INF,INCIDENT_C,FIREYEAR,GLOBALID,Shape_Leng,Shape_Area
138.503020510872,-35.4209986867549,63,899,627,Ops Plan 1,627,Nott's Swamp Ecological Burn (Private Land),Adelaide & Mt Lofty Ranges,Fleurieu and Willunga Basin,Private Land,2019/2020,AUTUMN,2.6,0,2.6,0,JSAERS,Operations Plan Postponed, ,LBARKER,2020,{F46ACA7D-558B-4932-BEC3-CC5BD57740BD},0.0108599124446,2.58674006999e-06
138.43581320801,-35.4519034960217,64,937,649,Ops Plan 1,649,Myponga (middle),Adelaide & Mt Lofty Ranges,Fleurieu and Willunga Basin,Myponga (CP),2020/2021,SPRING,14.8,0,14.8,0, ,Operations Plan Withdrawn, , ,2020,{80899455-96C7-4B5F-8B87-B2AC120A03FB},0.0220412497543,1.47272311994e-05
140.649310442346,-38.0453266708327,65,897,625,Ops Plan 1,625,Fingerpoint WWTP,South East,Lower South East,Fingerpoint,2019/2020,AUTUMN,15.1,0,15.1,0,PSIMS,Operations Plan Postponed, ,PSIMS,2020,{D8B246E3-7A58-424B-BA4D-55CFDACFCB98},0.0195443812754,1.54383090031e-05
136.098938482172,-26.2871930333198,66,1005,685,Ops Plan 1,685,Purnie Bore,South Australian Arid Lands,Central Outback,Witjira (NP),2019/2020,AUTUMN,6,6,1.5,0,JTILLEY,Post Burn Activities Completed,Completed,JTILLEY,2020,{331DF2D3-6863-4C17-B5B1-0106A58279AA},0.00647078243362,1.39263879767e-06
140.641344820859,-35.5322580942623,67,1099,459,Ops Plan 3,459,Day Block North,South Australian Murray-Darling Basin,Mallee and Coorong,Crown Land & Private (HA222/HA871),2019/2020,AUTUMN,100,0,784.7,0,ASHEATH,New Operations Plan,Proposed,RPUDNEY,2020,{C108AE0C-F7E4-4985-88C2-099D00819D55},0.409952253996,0.000780840247719
137.011808700036,-35.8950577507491,68,133,64,Ops Plan 1,64,East Gosseland Block 11,Kangaroo Island,Kangaroo Island,Flinders Chase (NP),2019/2020,AUTUMN,5,0,0,0, ,Operations Plan Withdrawn, , ,2020,{95DFF796-4920-4D9E-8950-4C95C2199AA4},0.0100083673395,4.98087909232e-06
138.692779507551,-34.9012778750222,69,164,128,Ops Plan 1,128,Morialta S15 B2,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Morialta (CP),2020/2021,SPRING,10.2,0,10.6,0, ,New Operations Plan, , ,2020,{B3B6A68F-32A8-4508-BC8F-6B09A1C5009D},0.0144845210201,1.05250465593e-05
138.799708049214,-35.3144231648365,70,575,458,Ops Plan 1,458,Bullock Hill S/E,Adelaide & Mt Lofty Ranges,Ranges to River,Bullock Hill (CP),2020/2021,SPRING,45.9,0,0,0, ,Operations Plan Withdrawn, , ,2020,{B6C6AF36-3647-4D4D-A12B-46B8E5AEF306},0.0283544727878,4.55686131174e-05
138.677401945842,-35.0124896589715,71,763,565,Ops Plan 1,565,Belair (Curta Track) B3,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Belair (NP),2020/2021,SPRING,16,0,0,0, ,New Operations Plan, , ,2020,{B4083AD7-667B-4092-B1B2-70B4651A619E},0.0177952369496,1.58272541383e-05
136.795148279079,-35.8214876079033,72,946,652,Ops Plan 1,652,Cassowary,Kangaroo Island,Kangaroo Island,Ravine des Casoars (WA),2019/2020,AUTUMN,746.3,0,746.3,1, ,Operations Plan Withdrawn, , ,2020,{385E6391-97BF-4BE9-89DD-2EC7471DDD1F},0.113474914375,0.000744652889399
139.02150160904,-34.5887602086827,73,616,74,Ops Plan 2,74,Kairserstuhl S11(Tanunda Creek Road),Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Kaiserstuhl (CP),2020/2021,SPRING,30,0,29.8,0,TLEGGETT,New Operations Plan, ,ITANNER,2020,{C7B3ECF3-4735-410F-9CCF-33CC893CDD0F},0.0273110802547,2.93527134606e-05
138.914185061221,-34.6876690847182,74,1108,117,Ops Plan 2,117,Hale (Warren Road) S20 B2,Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Hale (CP),2020/2021,SPRING,31.3,0,31.3,0,TWITTWER,New Operations Plan, ,SPARKER1,2020,{67CA46C3-2229-48BF-B6B4-B6452A57458F},0.036972915771,3.08812273558e-05
138.701151379888,-34.9065644104714,75,1112,129,Ops Plan 2,129,Morilta (Pretty Corner) S16,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Morialta (CP),2020/2021,SPRING,4.9,0,4.9,0,ASHEATH,New Operations Plan, ,ITANNER,2020,{C27DC9DB-FE88-4701-8EF7-253E967983B7},0.0166329752627,4.8010513984e-06
138.685752450802,-34.9906236960583,76,1024,586,Ops Plan 3,586,Crafers West - Emmett Road (Private Land),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2020/2021,SPRING,2.7,0,2.7,0, ,New Operations Plan, , ,2020,{1C9A1E38-5EFE-4497-99C2-51165DB97FD1},0.00891143011226,2.66461167406e-06
138.732693491188,-34.9353609642597,77,1118,752,Ops Plan 1,752,Giles (Ridge Track) B2,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Giles (CP),2020/2021,SPRING,3,0,3,0, ,New Operations Plan, , ,2020,{471BBFD3-3058-4B02-BE13-17CD3DF1574C},0.0142325334787,3.00163307016e-06
138.852835220292,-35.0334107618858,78,904,629,Ops Plan 1,629,Shady Grove Church - Littlehampton (Private),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2019/2020,AUTUMN,0.8,0.8,0.8,0,MLUBCKE,Post Burn Activities Completed,Completed,TGGROVES,2020,{948BF3C0-73C5-4374-9FC2-577F0D9FFB98},0.00502418744405,7.96723146996e-07
138.773497310414,-34.9593141859108,79,674,512,Ops Plan 1,512,Carey Gully - Boundary Dve 2 (Private Land),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2019/2020,AUTUMN,5.7,5,5.6,0,TEARL,Post Burn Activities Completed,Completed,TGGROVES,2020,{299122FC-C673-487B-833C-A8F95849FC85},0.0105393892806,5.58625426638e-06
135.448412470664,-34.6336171545396,80,1091,250,Ops Plan 2,250,Coffin Bay NP entrance east,Eyre Peninsula,Southern,Coffin Bay (NP),2019/2020,AUTUMN,2,2,2.1,0,AMACUMBER,Post Burn Activities Completed,Completed,RSAERS,2020,{1A673D3B-3ED5-4D49-9A21-15C48A18C859},0.011384286598,2.11454599649e-06
140.892507105475,-37.9706836603469,81,871,435,Ops Plan 3,435,Penambol,South East,Lower South East,Penambol (CP),2020/2021,SPRING,24.9,0,24.9,0, ,Operations Plan Withdrawn, , ,2020,{0F20AFCF-8485-4FD4-9EA7-1DD36681B991},0.0227214316405,2.53886371136e-05
138.695295206989,-34.984967884166,82,965,464,Ops Plan 4,464,Cleland (Beela-Mireen Track),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Cleland (CP),2019/2020,AUTUMN,16.5,16.5,16.5,0,EDESMIT,Burn Safe,Safe,DSNOWBALL,2020,{4E038497-7877-48C3-8716-5A4159DF415C},0.0206329276311,1.62828846856e-05
138.985054008672,-34.7397032432336,83,976,517,Ops Plan 3,517,Dewells (Part 2),Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Mt Crawford,2019/2020,AUTUMN,27.1,0,27.1,0,MGUILDFORD,New Operations Plan, ,BTURRINI,2020,{2636E31C-E2B7-44CB-97E1-625FD042DFFC},0.0648022947036,2.67766053824e-05
138.828942077746,-34.6451458598972,84,893,622,Ops Plan 1,622,Barossa Goldfields - Woodlands Rd Pt 2 (Private),Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Private Land,2019/2020,AUTUMN,15.6,15.6,15.6,0,THOWARD,Post Burn Activities Completed,Completed,SPARKER1,2020,{BC534F4A-FA28-46A6-8BAB-58B9AB94C931},0.0207039516062,1.53810309122e-05
140.218752213385,-34.9162759696208,85,1045,659,Ops Plan 2,659,Billiat North West - Racecourse Road,South Australian Murray-Darling Basin,Mallee and Coorong,Private Land,2019/2020,AUTUMN,324.8,0,324.8,0,PGILLEN,Operations Plan Withdrawn, ,ASHEATH,2020,{082770EB-C5F1-4595-AEBB-F0523593E51E},0.123181399846,0.000321169213029
140.218752213385,-34.9162759696208,86,1107,659,Ops Plan 3,659,Billiat North West - Racecourse Road,South Australian Murray-Darling Basin,Mallee and Coorong,Private Land,2020/2021,SPRING,324.8,0,324.8,0,PGILLEN,New Operations Plan, ,ASHEATH,2020,{AA81724F-CB4F-439E-9638-0892867E4E74},0.123181399846,0.000321169213029
138.597593200057,-35.1694689411628,87,1123,572,Ops Plan 3,572,Blewitt Springs - Community Hall (Council Land),Adelaide & Mt Lofty Ranges,Fleurieu and Willunga Basin,Onkaparinga Council Land,2020/2021,SPRING,2.9,0,2.9,0,SBROWN,New Operations Plan, ,TGGROVES,2020,{AB634111-0A14-4258-A0C5-FE96B9CADCCF},0.00674118119431,2.85508217868e-06
138.71831946142,-34.9140165217673,88,894,623,Ops Plan 1,623,Morialta Vineyards - Norton Summit Rd (Private),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2019/2020,AUTUMN,6.3,6.3,6.3,0,CLOWE,Post Burn Activities Completed,Completed,TGGROVES,2020,{852A5D02-B71D-42F7-A0AE-D718AE871129},0.0169186807913,6.22984110541e-06
138.710874519183,-34.9822943040744,89,891,620,Ops Plan 1,620,Eurilla - Summit Road (inc Private Land),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Eurilla (CP),2020/2021,SPRING,8.3,0,8.3,0, ,New Operations Plan, , ,2020,{981ED52B-7928-4045-8039-E2DC8713F18D},0.0195591532239,8.19423475886e-06
138.956715438839,-34.7594570953333,90,974,518,Ops Plan 3,518,Camp Paddock,Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Mt Crawford,2019/2020,AUTUMN,8.4,0,8.4,0,LHEIN,New Operations Plan, ,BTURRINI,2020,{1E9F4267-DD94-4258-BE4E-B429F81CAF04},0.0233542961524,8.24603748714e-06
138.009593714998,-35.8558823041893,91,1047,653,Ops Plan 2,653,Monty,Kangaroo Island,Kangaroo Island,Simpson (CP),2020/2021,SPRING,94.9,0,94.9,0, ,New Operations Plan, , ,2020,{BD1C2DE9-2F47-4F61-96A3-AA81EFBA1485},0.0405025465193,9.47400720195e-05
138.682964134736,-35.1134778475794,92,1048,525,Ops Plan 3,525,Track 8,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Mt Bold Reservoir,2019/2020,AUTUMN,26.5,0,61.8,0,NSTEPHEN1,Operations Plan Withdrawn, ,SBROWN,2020,{330878A3-3C71-40C9-8945-50CA007B85F2},0.0375388177362,6.11884535165e-05
135.482973584676,-34.6219149185663,93,870,605,Ops Plan 1,605,Kellidie Bay west boundary,Eyre Peninsula,Southern,Kellidie Bay (CP),2020/2021,SPRING,41.8,0,41.8,0, ,New Operations Plan, , ,2020,{A55764A1-9FA0-4AFA-9B50-00F2EB98A434},0.0315119538908,4.11545575988e-05
140.32823884618,-35.8255374575297,94,1095,576,Ops Plan 3,576,Mt Rescue Block Nth,South Australian Murray-Darling Basin,Mallee and Coorong,Ngarkat (CP),2019/2020,AUTUMN,428.2,0,726.6,0,RPUDNEY,Operations Plan Withdrawn,Completed,JPIPPOS,2020,{105F30B8-7BEA-4C3F-ABF4-657B26D89802},0.280889975398,0.000724989945572
137.011296024094,-35.8584361114011,95,46,63,Ops Plan 1,63,East Gosseland Block 8,Kangaroo Island,Kangaroo Island,Flinders Chase (NP),2019/2020,AUTUMN,19.7,0,0,0, ,Operations Plan Withdrawn, , ,2020,{F813B485-91B6-4E0D-B690-A8FFBA13BBAB},0.0207947695011,1.9687302838e-05
138.741904358198,-34.8251665769461,96,161,122,Ops Plan 1,122,Anstey Hill (North East Road) S20 B3,Adelaide & Mt Lofty Ranges,Northern Hills Coast and Plains,Anstey Hill (RP),2020/2021,SPRING,30,0,0,0, ,Operations Plan Withdrawn, , ,2020,{2F5634C0-4DE6-4F2D-AC4F-2A760607F806},0.0436583644041,3.05859540863e-05
138.732406046143,-35.0631721596884,97,795,583,Ops Plan 1,583,Lamont Rd,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Mt Bold Reserve,2020/2021,SPRING,33.5,0,0,0, ,New Operations Plan, , ,2020,{9012EB09-22FD-4175-8A1F-4F72EF4AF6E5},0.026731672671,3.31484363394e-05
140.893136629056,-37.9705245133936,98,928,435,Ops Plan 4,435,Penambol,South East,Lower South East,Penambol (CP),2019/2020,AUTUMN,24.9,0,22.1,0,RANDERSON,Operations Plan Retired, ,RANDERSON,2020,{D81F60E9-5D5C-43EC-8EAF-ECBA1DF9E0BF},0.0221740274925,2.25704931832e-05
138.848525727158,-34.8538301858062,99,824,486,Ops Plan 2,486,Cudlee Creek - Cudlee Creek Rd (Private Land),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2019/2020,AUTUMN,22.3,0,22.3,0,AMARTON,Operations Plan Withdrawn, ,DSNOWBALL,2020,{2863A200-8F9A-45BE-8C3B-4EC64EE8C3FD},0.024184124231,2.20435700137e-05
138.097751508089,-32.7472966512752,100,996,480,Ops Plan 3,480,Woods Hut,Northern & Yorke,Southern Flinders and Upper North,Mount Remarkable (NP),2019/2020,AUTUMN,562.1,0,562.8,0,LGABELL,Operations Plan Postponed, ,JTILLEY,2020,{01E9333C-5EED-47B8-928F-3F5F156F593C},0.124716529666,0.000544020282423
135.945176264483,-34.8449769725936,101,959,255,Ops Plan 3,255,Pillie-Taylor's,Eyre Peninsula,Southern,Lincoln (NP),2019/2020,AUTUMN,112,0,116.7,0,AMACUMBER,Operations Plan Postponed, ,RSAERS,2020,{9D55B6DE-4FF9-42EA-9EA0-DA98478F907B},0.0477431173358,0.000115290103036
138.334484189968,-35.5826256390079,102,975,598,Ops Plan 2,598,Martins,Adelaide & Mt Lofty Ranges,Fleurieu and Willunga Basin,Second Valley Forest,2019/2020,AUTUMN,6.3,0,6.3,0,DWYLD,New Operations Plan, ,BTURRINI,2020,{749A80B7-62E7-4E8C-8822-2FD8B2E6F7A7},0.0168792679718,6.24574256589e-06
134.882653420148,-33.058152739457,103,530,102,Ops Plan 3,102,Kulliparu North,Eyre Peninsula,Western,Kulliparu (CP),2019/2020,AUTUMN,700,55,709.6,0,AMACUMBER,Post Burn Activities Completed,Completed,PWILKINS,2020,{6E6B0EE4-9C87-4A2E-A433-21A30D383D60},0.180996762374,0.000688190618381
140.380228456085,-35.6740929923962,104,821,588,Ops Plan 1,588,Box Flat Block West,South Australian Murray-Darling Basin,Mallee and Coorong,Ngarkat (CP),2019/2020,AUTUMN,370,280,377.1,0,TWITTWER,Post Burn Activities Completed,Completed,JPIPPOS,2020,{38012C65-7597-4116-8DD4-6010E38B962E},0.0912080126165,0.000375690691257
138.782851185433,-34.9424488645641,105,1115,529,Ops Plan 2,529,Forest Range - Lobethal Road,Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2020/2021,SPRING,6.7,0,6.7,0,DSNOWBALL,New Operations Plan, ,SPARKER1,2020,{ED3E1EA5-350D-4AC9-84F7-A8C5B33ED5E7},0.0165831341972,6.63574142699e-06
138.772342475825,-34.9613900337452,106,999,679,Ops Plan 1,679,Carey Gully - Township Edge (Private Land),Adelaide & Mt Lofty Ranges,Adelaide and Central Hills,Private Land,2019/2020,AUTUMN,1.1,1.1,1.1,0,JSAERS,Post Burn Activities Completed,Completed,SPARKER1,2020,{B3E3ADF2-F7A0-4EF6-A5EB-3788B5D88F05},0.00764393831152,1.11175624958e-06
